,acquisition_date,acquisitions
15693,2012-12-19,15
15694,2012-12-20,11
15695,2012-12-21,8
15696,2012-12-22,9
15697,2012-12-23,7
15698,2012-12-24,7
15699,2012-12-25,9
15700,2012-12-26,6
15701,2012-12-27,11
15702,2012-12-28,10
15703,2012-12-29,10
15704,2012-12-30,14
15705,2012-12-31,5
15706,2013-01-01,10
15707,2013-01-02,11
15708,2013-01-03,8
15709,2013-01-04,10
15710,2013-01-05,11
15711,2013-01-06,11
15712,2013-01-07,8
15713,2013-01-08,5
15714,2013-01-09,8
15715,2013-01-10,11
15716,2013-01-11,18
15717,2013-01-12,11
15718,2013-01-13,6
15719,2013-01-14,17
15720,2013-01-15,8
15721,2013-01-16,13
15722,2013-01-17,12
15723,2013-01-18,5
15724,2013-01-19,9
15725,2013-01-20,7
15726,2013-01-21,13
15727,2013-01-22,6
15728,2013-01-23,8
15729,2013-01-24,8
15730,2013-01-25,11
15731,2013-01-26,9
15732,2013-01-27,12
15733,2013-01-28,13
15734,2013-01-29,10
15735,2013-01-30,4
15736,2013-01-31,13
15737,2013-02-01,9
15738,2013-02-02,8
15739,2013-02-03,11
15740,2013-02-04,15
15741,2013-02-05,13
15742,2013-02-06,9
15743,2013-02-07,8
15744,2013-02-08,13
15745,2013-02-09,6
15746,2013-02-10,5
15747,2013-02-11,12
15748,2013-02-12,8
15749,2013-02-13,13
15750,2013-02-14,13
15751,2013-02-15,6
15752,2013-02-16,6
15753,2013-02-17,6
15754,2013-02-18,4
15755,2013-02-19,10
15756,2013-02-20,9
15757,2013-02-21,8
15758,2013-02-22,5
15759,2013-02-23,9
15760,2013-02-24,8
15761,2013-02-25,12
15762,2013-02-26,8
15763,2013-02-27,15
15764,2013-02-28,9
15765,2013-03-01,11
15766,2013-03-02,13
15767,2013-03-03,4
15768,2013-03-04,6
15769,2013-03-05,11
15770,2013-03-06,15
15771,2013-03-07,8
15772,2013-03-08,6
15773,2013-03-09,7
15774,2013-03-10,11
15775,2013-03-11,7
15776,2013-03-12,8
15777,2013-03-13,10
15778,2013-03-14,4
15779,2013-03-15,10
15780,2013-03-16,14
15781,2013-03-17,11
15782,2013-03-18,14
15783,2013-03-19,3
15784,2013-03-20,10
15785,2013-03-21,16
15786,2013-03-22,12
15787,2013-03-23,11
15788,2013-03-24,10
15789,2013-03-25,7
15790,2013-03-26,12
15791,2013-03-27,7
15792,2013-03-28,12
15793,2013-03-29,13
15794,2013-03-30,9
15795,2013-03-31,9
15796,2013-04-01,1
15797,2013-04-02,11
15798,2013-04-03,13
15799,2013-04-04,13
15800,2013-04-05,15
15801,2013-04-06,7
15802,2013-04-07,11
15803,2013-04-08,15
15804,2013-04-09,12
15805,2013-04-10,9
15806,2013-04-11,10
15807,2013-04-12,11
15808,2013-04-13,7
15809,2013-04-14,6
15810,2013-04-15,10
15811,2013-04-16,13
15812,2013-04-17,3
15813,2013-04-18,9
15814,2013-04-19,8
15815,2013-04-20,7
15816,2013-04-21,4
15817,2013-04-22,10
15818,2013-04-23,8
15819,2013-04-24,11
15820,2013-04-25,11
15821,2013-04-26,6
15822,2013-04-27,14
15823,2013-04-28,10
15824,2013-04-29,8
15825,2013-04-30,15
15826,2013-05-01,16
15827,2013-05-02,9
15828,2013-05-03,8
15829,2013-05-04,10
15830,2013-05-05,10
15831,2013-05-06,6
15832,2013-05-07,9
15833,2013-05-08,9
15834,2013-05-09,9
15835,2013-05-10,11
15836,2013-05-11,8
15837,2013-05-12,14
15838,2013-05-13,10
15839,2013-05-14,8
15840,2013-05-15,11
15841,2013-05-16,2
15842,2013-05-17,10
15843,2013-05-18,4
15844,2013-05-19,12
15845,2013-05-20,8
15846,2013-05-21,12
15847,2013-05-22,6
15848,2013-05-23,9
15849,2013-05-24,7
15850,2013-05-25,4
15851,2013-05-26,18
15852,2013-05-27,10
15853,2013-05-28,11
15854,2013-05-29,11
15855,2013-05-30,10
15856,2013-05-31,11
15857,2013-06-01,7
15858,2013-06-02,13
15859,2013-06-03,9
15860,2013-06-04,10
15861,2013-06-05,5
15862,2013-06-06,8
15863,2013-06-07,8
15864,2013-06-08,10
15865,2013-06-09,9
15866,2013-06-10,9
15867,2013-06-11,15
15868,2013-06-12,6
15869,2013-06-13,8
15870,2013-06-14,9
15871,2013-06-15,17
15872,2013-06-16,6
15873,2013-06-17,8
15874,2013-06-18,9
15875,2013-06-19,4
15876,2013-06-20,9
15877,2013-06-21,9
15878,2013-06-22,10
15879,2013-06-23,12
15880,2013-06-24,17
15881,2013-06-25,10
15882,2013-06-26,6
15883,2013-06-27,8
15884,2013-06-28,10
15885,2013-06-29,7
15886,2013-06-30,11
15887,2013-07-01,11
15888,2013-07-02,7
15889,2013-07-03,13
15890,2013-07-04,12
15891,2013-07-05,12
15892,2013-07-06,10
15893,2013-07-07,9
15894,2013-07-08,11
15895,2013-07-09,6
15896,2013-07-10,9
15897,2013-07-11,8
15898,2013-07-12,8
15899,2013-07-13,9
15900,2013-07-14,10
15901,2013-07-15,10
15902,2013-07-16,10
15903,2013-07-17,7
15904,2013-07-18,14
15905,2013-07-19,8
15906,2013-07-20,13
15907,2013-07-21,8
15908,2013-07-22,12
15909,2013-07-23,14
15910,2013-07-24,12
15911,2013-07-25,11
15912,2013-07-26,8
15913,2013-07-27,9
15914,2013-07-28,8
15915,2013-07-29,7
15916,2013-07-30,15
15917,2013-07-31,9
15918,2013-08-01,6
15919,2013-08-02,11
15920,2013-08-03,7
15921,2013-08-04,16
15922,2013-08-05,13
15923,2013-08-06,10
15924,2013-08-07,8
15925,2013-08-08,14
15926,2013-08-09,11
15927,2013-08-10,10
15928,2013-08-11,9
15929,2013-08-12,16
15930,2013-08-13,10
15931,2013-08-14,9
15932,2013-08-15,15
15933,2013-08-16,14
15934,2013-08-17,8
15935,2013-08-18,8
15936,2013-08-19,10
15937,2013-08-20,8
15938,2013-08-21,10
15939,2013-08-22,8
15940,2013-08-23,9
15941,2013-08-24,9
15942,2013-08-25,6
15943,2013-08-26,10
15944,2013-08-27,9
15945,2013-08-28,12
15946,2013-08-29,8
15947,2013-08-30,13
15948,2013-08-31,14
15949,2013-09-01,14
15950,2013-09-02,8
15951,2013-09-03,9
15952,2013-09-04,15
15953,2013-09-05,10
15954,2013-09-06,5
15955,2013-09-07,9
15956,2013-09-08,11
15957,2013-09-09,10
15958,2013-09-10,11
15959,2013-09-11,9
15960,2013-09-12,5
15961,2013-09-13,10
15962,2013-09-14,7
15963,2013-09-15,15
15964,2013-09-16,11
15965,2013-09-17,7
15966,2013-09-18,13
15967,2013-09-19,15
15968,2013-09-20,9
15969,2013-09-21,11
15970,2013-09-22,11
15971,2013-09-23,5
15972,2013-09-24,9
15973,2013-09-25,18
15974,2013-09-26,3
15975,2013-09-27,11
15976,2013-09-28,8
15977,2013-09-29,11
15978,2013-09-30,11
15979,2013-10-01,7
15980,2013-10-02,7
15981,2013-10-03,6
15982,2013-10-04,12
15983,2013-10-05,5
15984,2013-10-06,8
15985,2013-10-07,9
15986,2013-10-08,10
15987,2013-10-09,7
15988,2013-10-10,16
15989,2013-10-11,13
15990,2013-10-12,10
15991,2013-10-13,16
15992,2013-10-14,11
15993,2013-10-15,7
15994,2013-10-16,17
15995,2013-10-17,14
15996,2013-10-18,8
15997,2013-10-19,11
15998,2013-10-20,8
15999,2013-10-21,9
16000,2013-10-22,5
16001,2013-10-23,11
16002,2013-10-24,13
16003,2013-10-25,11
16004,2013-10-26,10
16005,2013-10-27,10
16006,2013-10-28,13
16007,2013-10-29,9
16008,2013-10-30,4
16009,2013-10-31,4
16010,2013-11-01,11
16011,2013-11-02,8
16012,2013-11-03,12
16013,2013-11-04,12
16014,2013-11-05,13
16015,2013-11-06,4
16016,2013-11-07,9
16017,2013-11-08,13
16018,2013-11-09,12
16019,2013-11-10,5
16020,2013-11-11,10
16021,2013-11-12,9
16022,2013-11-13,7
16023,2013-11-14,6
16024,2013-11-15,10
16025,2013-11-16,8
16026,2013-11-17,9
16027,2013-11-18,9
16028,2013-11-19,13
16029,2013-11-20,11
16030,2013-11-21,9
16031,2013-11-22,16
16032,2013-11-23,14
16033,2013-11-24,10
16034,2013-11-25,10
16035,2013-11-26,12
16036,2013-11-27,9
16037,2013-11-28,11
16038,2013-11-29,16
16039,2013-11-30,10
16040,2013-12-01,5
16041,2013-12-02,6
16042,2013-12-03,8
16043,2013-12-04,8
16044,2013-12-05,10
16045,2013-12-06,13
16046,2013-12-07,13
16047,2013-12-08,11
16048,2013-12-09,8
16049,2013-12-10,8
16050,2013-12-11,10
16051,2013-12-12,16
16052,2013-12-13,5
16053,2013-12-14,10
16054,2013-12-15,11
16055,2013-12-16,10
16056,2013-12-17,11
16057,2013-12-18,11
16058,2013-12-19,13
16059,2013-12-20,12
16060,2013-12-21,12
16061,2013-12-22,12
16062,2013-12-23,12
16063,2013-12-24,8
16064,2013-12-25,7
16065,2013-12-26,7
16066,2013-12-27,7
16067,2013-12-28,7
16068,2013-12-29,9
16069,2013-12-30,5
16070,2013-12-31,12
16071,2014-01-01,15
16072,2014-01-02,6
16073,2014-01-03,4
16074,2014-01-04,9
16075,2014-01-05,4
16076,2014-01-06,10
16077,2014-01-07,9
16078,2014-01-08,8
16079,2014-01-09,11
16080,2014-01-10,16
16081,2014-01-11,5
16082,2014-01-12,11
16083,2014-01-13,15
16084,2014-01-14,16
16085,2014-01-15,6
16086,2014-01-16,8
16087,2014-01-17,9
16088,2014-01-18,10
16089,2014-01-19,13
16090,2014-01-20,16
16091,2014-01-21,7
16092,2014-01-22,12
16093,2014-01-23,8
16094,2014-01-24,8
16095,2014-01-25,9
16096,2014-01-26,13
16097,2014-01-27,10
16098,2014-01-28,10
16099,2014-01-29,11
16100,2014-01-30,6
16101,2014-01-31,11
16102,2014-02-01,10
16103,2014-02-02,13
16104,2014-02-03,12
16105,2014-02-04,4
16106,2014-02-05,8
16107,2014-02-06,12
16108,2014-02-07,7
16109,2014-02-08,12
16110,2014-02-09,9
16111,2014-02-10,7
16112,2014-02-11,9
16113,2014-02-12,10
16114,2014-02-13,10
16115,2014-02-14,10
16116,2014-02-15,13
16117,2014-02-16,3
16118,2014-02-17,14
16119,2014-02-18,18
16120,2014-02-19,4
16121,2014-02-20,11
16122,2014-02-21,9
16123,2014-02-22,9
16124,2014-02-23,9
16125,2014-02-24,12
16126,2014-02-25,7
16127,2014-02-26,14
16128,2014-02-27,10
16129,2014-02-28,3
16130,2014-03-01,12
16131,2014-03-02,7
16132,2014-03-03,20
16133,2014-03-04,4
16134,2014-03-05,13
16135,2014-03-06,7
16136,2014-03-07,8
16137,2014-03-08,12
16138,2014-03-09,9
16139,2014-03-10,6
16140,2014-03-11,6
16141,2014-03-12,10
16142,2014-03-13,11
16143,2014-03-14,8
16144,2014-03-15,8
16145,2014-03-16,2
16146,2014-03-17,6
16147,2014-03-18,8
16148,2014-03-19,12
16149,2014-03-20,10
16150,2014-03-21,9
16151,2014-03-22,8
16152,2014-03-23,6
16153,2014-03-24,12
16154,2014-03-25,16
16155,2014-03-26,14
16156,2014-03-27,9
16157,2014-03-28,8
16158,2014-03-29,10
16159,2014-03-30,7
16160,2014-03-31,13
16161,2014-04-01,6
16162,2014-04-02,10
16163,2014-04-03,9
16164,2014-04-04,12
16165,2014-04-05,8
16166,2014-04-06,12
16167,2014-04-07,6
16168,2014-04-08,10
16169,2014-04-09,8
16170,2014-04-10,4
16171,2014-04-11,5
16172,2014-04-12,7
16173,2014-04-13,13
16174,2014-04-14,10
16175,2014-04-15,13
16176,2014-04-16,8
16177,2014-04-17,6
16178,2014-04-18,4
16179,2014-04-19,14
16180,2014-04-20,17
16181,2014-04-21,11
16182,2014-04-22,13
16183,2014-04-23,8
16184,2014-04-24,11
16185,2014-04-25,12
16186,2014-04-26,11
16187,2014-04-27,6
16188,2014-04-28,9
16189,2014-04-29,9
16190,2014-04-30,8
16191,2014-05-01,13
16192,2014-05-02,5
16193,2014-05-03,7
16194,2014-05-04,8
16195,2014-05-05,14
16196,2014-05-06,13
16197,2014-05-07,13
16198,2014-05-08,12
16199,2014-05-09,8
16200,2014-05-10,10
16201,2014-05-11,9
16202,2014-05-12,9
16203,2014-05-13,11
16204,2014-05-14,11
16205,2014-05-15,8
16206,2014-05-16,12
16207,2014-05-17,4
16208,2014-05-18,6
16209,2014-05-19,6
16210,2014-05-20,11
16211,2014-05-21,15
16212,2014-05-22,5
16213,2014-05-23,13
16214,2014-05-24,11
16215,2014-05-25,7
16216,2014-05-26,15
16217,2014-05-27,10
16218,2014-05-28,8
16219,2014-05-29,7
16220,2014-05-30,10
16221,2014-05-31,11
16222,2014-06-01,8
16223,2014-06-02,5
16224,2014-06-03,12
16225,2014-06-04,8
16226,2014-06-05,8
16227,2014-06-06,7
16228,2014-06-07,11
16229,2014-06-08,9
16230,2014-06-09,6
16231,2014-06-10,16
16232,2014-06-11,8
16233,2014-06-12,9
16234,2014-06-13,13
16235,2014-06-14,11
16236,2014-06-15,6
16237,2014-06-16,6
16238,2014-06-17,8
16239,2014-06-18,6
16240,2014-06-19,7
16241,2014-06-20,12
16242,2014-06-21,5
16243,2014-06-22,11
16244,2014-06-23,7
16245,2014-06-24,8
16246,2014-06-25,13
16247,2014-06-26,12
16248,2014-06-27,7
16249,2014-06-28,8
16250,2014-06-29,12
16251,2014-06-30,7
16252,2014-07-01,7
16253,2014-07-02,11
16254,2014-07-03,11
16255,2014-07-04,11
16256,2014-07-05,14
16257,2014-07-06,10
16258,2014-07-07,8
16259,2014-07-08,8
16260,2014-07-09,12
16261,2014-07-10,8
16262,2014-07-11,9
16263,2014-07-12,12
16264,2014-07-13,8
16265,2014-07-14,5
16266,2014-07-15,10
16267,2014-07-16,8
16268,2014-07-17,7
16269,2014-07-18,14
16270,2014-07-19,8
16271,2014-07-20,6
16272,2014-07-21,13
16273,2014-07-22,8
16274,2014-07-23,15
16275,2014-07-24,5
16276,2014-07-25,16
16277,2014-07-26,11
16278,2014-07-27,8
16279,2014-07-28,13
16280,2014-07-29,9
16281,2014-07-30,9
16282,2014-07-31,9
16283,2014-08-01,9
16284,2014-08-02,10
16285,2014-08-03,13
16286,2014-08-04,7
16287,2014-08-05,13
16288,2014-08-06,8
16289,2014-08-07,9
16290,2014-08-08,7
16291,2014-08-09,6
16292,2014-08-10,6
16293,2014-08-11,8
16294,2014-08-12,12
16295,2014-08-13,12
16296,2014-08-14,11
16297,2014-08-15,11
16298,2014-08-16,12
16299,2014-08-17,5
16300,2014-08-18,11
16301,2014-08-19,10
16302,2014-08-20,10
16303,2014-08-21,11
16304,2014-08-22,10
16305,2014-08-23,11
16306,2014-08-24,10
16307,2014-08-25,10
16308,2014-08-26,10
16309,2014-08-27,10
16310,2014-08-28,5
16311,2014-08-29,13
16312,2014-08-30,10
16313,2014-08-31,5
16314,2014-09-01,12
16315,2014-09-02,11
16316,2014-09-03,8
16317,2014-09-04,12
16318,2014-09-05,11
16319,2014-09-06,11
16320,2014-09-07,11
16321,2014-09-08,8
16322,2014-09-09,12
16323,2014-09-10,10
16324,2014-09-11,12
16325,2014-09-12,7
16326,2014-09-13,5
16327,2014-09-14,3
16328,2014-09-15,14
16329,2014-09-16,4
16330,2014-09-17,10
16331,2014-09-18,11
16332,2014-09-19,11
16333,2014-09-20,4
16334,2014-09-21,9
16335,2014-09-22,9
16336,2014-09-23,13
16337,2014-09-24,5
16338,2014-09-25,13
16339,2014-09-26,7
16340,2014-09-27,10
16341,2014-09-28,12
16342,2014-09-29,3
16343,2014-09-30,9
16344,2014-10-01,10
16345,2014-10-02,17
16346,2014-10-03,9
16347,2014-10-04,14
16348,2014-10-05,9
16349,2014-10-06,12
16350,2014-10-07,13
16351,2014-10-08,19
16352,2014-10-09,9
16353,2014-10-10,14
16354,2014-10-11,12
16355,2014-10-12,10
16356,2014-10-13,8
16357,2014-10-14,9
16358,2014-10-15,6
16359,2014-10-16,5
16360,2014-10-17,10
16361,2014-10-18,8
16362,2014-10-19,8
16363,2014-10-20,4
16364,2014-10-21,6
16365,2014-10-22,12
16366,2014-10-23,15
16367,2014-10-24,8
16368,2014-10-25,7
16369,2014-10-26,14
16370,2014-10-27,12
16371,2014-10-28,13
16372,2014-10-29,8
16373,2014-10-30,9
16374,2014-10-31,13
16375,2014-11-01,10
16376,2014-11-02,5
16377,2014-11-03,9
16378,2014-11-04,9
16379,2014-11-05,9
16380,2014-11-06,12
16381,2014-11-07,14
16382,2014-11-08,5
16383,2014-11-09,13
16384,2014-11-10,12
16385,2014-11-11,7
16386,2014-11-12,10
16387,2014-11-13,6
16388,2014-11-14,9
16389,2014-11-15,12
16390,2014-11-16,8
16391,2014-11-17,14
16392,2014-11-18,5
16393,2014-11-19,9
16394,2014-11-20,6
16395,2014-11-21,14
16396,2014-11-22,7
16397,2014-11-23,16
16398,2014-11-24,17
16399,2014-11-25,9
16400,2014-11-26,13
16401,2014-11-27,11
16402,2014-11-28,10
16403,2014-11-29,12
16404,2014-11-30,15
16405,2014-12-01,6
16406,2014-12-02,11
16407,2014-12-03,7
16408,2014-12-04,6
16409,2014-12-05,9
16410,2014-12-06,9
16411,2014-12-07,6
16412,2014-12-08,8
16413,2014-12-09,12
16414,2014-12-10,9
16415,2014-12-11,7
16416,2014-12-12,8
16417,2014-12-13,14
16418,2014-12-14,10
16419,2014-12-15,14
16420,2014-12-16,5
16421,2014-12-17,7
16422,2014-12-18,14
16423,2014-12-19,10
16424,2014-12-20,6
16425,2014-12-21,9
16426,2014-12-22,7
16427,2014-12-23,2
16428,2014-12-24,11
16429,2014-12-25,10
16430,2014-12-26,8
16431,2014-12-27,6
16432,2014-12-28,8
16433,2014-12-29,7
16434,2014-12-30,7
16435,2014-12-31,12
16436,2015-01-01,5
16437,2015-01-02,5
16438,2015-01-03,14
16439,2015-01-04,8
16440,2015-01-05,6
16441,2015-01-06,17
16442,2015-01-07,5
16443,2015-01-08,14
16444,2015-01-09,13
16445,2015-01-10,11
16446,2015-01-11,4
16447,2015-01-12,12
16448,2015-01-13,7
16449,2015-01-14,10
16450,2015-01-15,13
16451,2015-01-16,12
16452,2015-01-17,6
16453,2015-01-18,5
16454,2015-01-19,10
16455,2015-01-20,16
16456,2015-01-21,7
16457,2015-01-22,4
16458,2015-01-23,8
16459,2015-01-24,7
16460,2015-01-25,9
16461,2015-01-26,10
16462,2015-01-27,5
16463,2015-01-28,9
16464,2015-01-29,10
16465,2015-01-30,13
16466,2015-01-31,12
16467,2015-02-01,5
16468,2015-02-02,7
16469,2015-02-03,6
16470,2015-02-04,9
16471,2015-02-05,12
16472,2015-02-06,13
16473,2015-02-07,13
16474,2015-02-08,6
16475,2015-02-09,8
16476,2015-02-10,8
16477,2015-02-11,9
16478,2015-02-12,15
16479,2015-02-13,10
16480,2015-02-14,13
16481,2015-02-15,6
16482,2015-02-16,10
16483,2015-02-17,13
16484,2015-02-18,9
16485,2015-02-19,6
16486,2015-02-20,7
16487,2015-02-21,9
16488,2015-02-22,11
16489,2015-02-23,6
16490,2015-02-24,6
16491,2015-02-25,6
16492,2015-02-26,7
16493,2015-02-27,9
16494,2015-02-28,11
16495,2015-03-01,15
16496,2015-03-02,9
16497,2015-03-03,9
16498,2015-03-04,14
16499,2015-03-05,6
16500,2015-03-06,14
16501,2015-03-07,5
16502,2015-03-08,7
16503,2015-03-09,13
16504,2015-03-10,9
16505,2015-03-11,8
16506,2015-03-12,10
16507,2015-03-13,11
16508,2015-03-14,13
16509,2015-03-15,14
16510,2015-03-16,16
16511,2015-03-17,9
16512,2015-03-18,4
16513,2015-03-19,9
16514,2015-03-20,8
16515,2015-03-21,8
16516,2015-03-22,8
16517,2015-03-23,9
16518,2015-03-24,12
16519,2015-03-25,12
16520,2015-03-26,12
16521,2015-03-27,17
16522,2015-03-28,12
16523,2015-03-29,13
16524,2015-03-30,9
16525,2015-03-31,5
16526,2015-04-01,6
16527,2015-04-02,6
16528,2015-04-03,7
16529,2015-04-04,11
16530,2015-04-05,6
16531,2015-04-06,12
16532,2015-04-07,12
16533,2015-04-08,6
16534,2015-04-09,10
16535,2015-04-10,11
16536,2015-04-11,14
16537,2015-04-12,11
16538,2015-04-13,15
16539,2015-04-14,9
16540,2015-04-15,11
16541,2015-04-16,6
16542,2015-04-17,9
16543,2015-04-18,10
16544,2015-04-19,8
16545,2015-04-20,9
16546,2015-04-21,8
16547,2015-04-22,10
16548,2015-04-23,13
16549,2015-04-24,15
16550,2015-04-25,11
16551,2015-04-26,5
16552,2015-04-27,13
16553,2015-04-28,5
16554,2015-04-29,13
16555,2015-04-30,10
16556,2015-05-01,11
16557,2015-05-02,16
16558,2015-05-03,10
16559,2015-05-04,12
16560,2015-05-05,3
16561,2015-05-06,11
16562,2015-05-07,6
16563,2015-05-08,6
16564,2015-05-09,11
16565,2015-05-10,5
16566,2015-05-11,8
16567,2015-05-12,14
16568,2015-05-13,6
16569,2015-05-14,14
16570,2015-05-15,10
16571,2015-05-16,8
16572,2015-05-17,10
16573,2015-05-18,13
16574,2015-05-19,10
16575,2015-05-20,12
16576,2015-05-21,11
16577,2015-05-22,11
16578,2015-05-23,12
16579,2015-05-24,12
16580,2015-05-25,12
16581,2015-05-26,8
16582,2015-05-27,8
16583,2015-05-28,3
16584,2015-05-29,11
16585,2015-05-30,10
16586,2015-05-31,9
16587,2015-06-01,14
16588,2015-06-02,12
16589,2015-06-03,7
16590,2015-06-04,11
16591,2015-06-05,12
16592,2015-06-06,12
16593,2015-06-07,9
16594,2015-06-08,11
16595,2015-06-09,13
16596,2015-06-10,15
16597,2015-06-11,7
16598,2015-06-12,4
16599,2015-06-13,7
16600,2015-06-14,16
16601,2015-06-15,3
16602,2015-06-16,7
16603,2015-06-17,6
16604,2015-06-18,17
16605,2015-06-19,8
16606,2015-06-20,12
16607,2015-06-21,9
16608,2015-06-22,13
16609,2015-06-23,15
16610,2015-06-24,7
16611,2015-06-25,12
16612,2015-06-26,9
16613,2015-06-27,10
16614,2015-06-28,15
16615,2015-06-29,14
16616,2015-06-30,7
16617,2015-07-01,9
16618,2015-07-02,10
16619,2015-07-03,13
16620,2015-07-04,11
16621,2015-07-05,9
16622,2015-07-06,11
16623,2015-07-07,3
16624,2015-07-08,3
16625,2015-07-09,11
16626,2015-07-10,9
16627,2015-07-11,11
16628,2015-07-12,6
16629,2015-07-13,8
16630,2015-07-14,13
16631,2015-07-15,14
16632,2015-07-16,11
16633,2015-07-17,13
16634,2015-07-18,14
16635,2015-07-19,8
16636,2015-07-20,5
16637,2015-07-21,5
16638,2015-07-22,12
16639,2015-07-23,13
16640,2015-07-24,10
16641,2015-07-25,8
16642,2015-07-26,5
16643,2015-07-27,5
16644,2015-07-28,8
16645,2015-07-29,7
16646,2015-07-30,11
16647,2015-07-31,8
16648,2015-08-01,12
16649,2015-08-02,7
16650,2015-08-03,11
16651,2015-08-04,11
16652,2015-08-05,11
16653,2015-08-06,8
16654,2015-08-07,4
16655,2015-08-08,7
16656,2015-08-09,14
16657,2015-08-10,7
16658,2015-08-11,6
16659,2015-08-12,13
16660,2015-08-13,6
16661,2015-08-14,10
16662,2015-08-15,12
16663,2015-08-16,7
16664,2015-08-17,10
16665,2015-08-18,8
16666,2015-08-19,11
16667,2015-08-20,10
16668,2015-08-21,9
16669,2015-08-22,12
16670,2015-08-23,5
16671,2015-08-24,7
16672,2015-08-25,13
16673,2015-08-26,13
16674,2015-08-27,7
16675,2015-08-28,5
16676,2015-08-29,10
16677,2015-08-30,12
16678,2015-08-31,9
16679,2015-09-01,17
16680,2015-09-02,7
16681,2015-09-03,6
16682,2015-09-04,10
16683,2015-09-05,6
16684,2015-09-06,12
16685,2015-09-07,10
16686,2015-09-08,11
16687,2015-09-09,5
16688,2015-09-10,9
16689,2015-09-11,16
16690,2015-09-12,5
16691,2015-09-13,14
16692,2015-09-14,4
16693,2015-09-15,12
16694,2015-09-16,12
16695,2015-09-17,4
16696,2015-09-18,6
16697,2015-09-19,11
16698,2015-09-20,18
16699,2015-09-21,9
16700,2015-09-22,9
16701,2015-09-23,8
16702,2015-09-24,7
16703,2015-09-25,9
16704,2015-09-26,11
16705,2015-09-27,13
16706,2015-09-28,7
16707,2015-09-29,9
16708,2015-09-30,8
16709,2015-10-01,9
16710,2015-10-02,7
16711,2015-10-03,9
16712,2015-10-04,12
16713,2015-10-05,7
16714,2015-10-06,6
16715,2015-10-07,7
16716,2015-10-08,9
16717,2015-10-09,9
16718,2015-10-10,8
16719,2015-10-11,13
16720,2015-10-12,6
16721,2015-10-13,12
16722,2015-10-14,7
16723,2015-10-15,10
16724,2015-10-16,6
16725,2015-10-17,11
16726,2015-10-18,10
16727,2015-10-19,6
16728,2015-10-20,9
16729,2015-10-21,8
16730,2015-10-22,7
16731,2015-10-23,10
16732,2015-10-24,5
16733,2015-10-25,8
16734,2015-10-26,9
16735,2015-10-27,9
16736,2015-10-28,11
16737,2015-10-29,12
16738,2015-10-30,12
16739,2015-10-31,16
16740,2015-11-01,15
16741,2015-11-02,8
16742,2015-11-03,13
16743,2015-11-04,6
16744,2015-11-05,13
16745,2015-11-06,8
16746,2015-11-07,7
16747,2015-11-08,9
16748,2015-11-09,13
16749,2015-11-10,10
16750,2015-11-11,6
16751,2015-11-12,13
16752,2015-11-13,6
16753,2015-11-14,12
16754,2015-11-15,10
16755,2015-11-16,9
16756,2015-11-17,5
16757,2015-11-18,4
16758,2015-11-19,7
16759,2015-11-20,6
16760,2015-11-21,14
16761,2015-11-22,10
16762,2015-11-23,10
16763,2015-11-24,11
16764,2015-11-25,8
16765,2015-11-26,6
16766,2015-11-27,9
16767,2015-11-28,9
16768,2015-11-29,16
16769,2015-11-30,8
16770,2015-12-01,9
16771,2015-12-02,9
16772,2015-12-03,8
16773,2015-12-04,7
16774,2015-12-05,10
16775,2015-12-06,10
16776,2015-12-07,5
16777,2015-12-08,7
16778,2015-12-09,12
16779,2015-12-10,8
16780,2015-12-11,14
16781,2015-12-12,9
16782,2015-12-13,11
16783,2015-12-14,9
16784,2015-12-15,4
16785,2015-12-16,7
16786,2015-12-17,8
16787,2015-12-18,10
16788,2015-12-19,8
16789,2015-12-20,11
16790,2015-12-21,4
16791,2015-12-22,11
16792,2015-12-23,10
16793,2015-12-24,9
16794,2015-12-25,8
16795,2015-12-26,14
16796,2015-12-27,7
16797,2015-12-28,11
16798,2015-12-29,10
16799,2015-12-30,7
16800,2015-12-31,6
16801,2016-01-01,7
16802,2016-01-02,7
16803,2016-01-03,6
16804,2016-01-04,9
16805,2016-01-05,6
16806,2016-01-06,3
16807,2016-01-07,5
16808,2016-01-08,12
16809,2016-01-09,6
16810,2016-01-10,10
16811,2016-01-11,13
16812,2016-01-12,13
16813,2016-01-13,11
16814,2016-01-14,6
16815,2016-01-15,10
16816,2016-01-16,10
16817,2016-01-17,9
16818,2016-01-18,13
16819,2016-01-19,7
16820,2016-01-20,7
16821,2016-01-21,13
16822,2016-01-22,10
16823,2016-01-23,12
16824,2016-01-24,9
16825,2016-01-25,6
16826,2016-01-26,12
16827,2016-01-27,12
16828,2016-01-28,9
16829,2016-01-29,13
16830,2016-01-30,13
16831,2016-01-31,7
16832,2016-02-01,4
16833,2016-02-02,14
16834,2016-02-03,12
16835,2016-02-04,8
16836,2016-02-05,8
16837,2016-02-06,7
16838,2016-02-07,11
16839,2016-02-08,11
16840,2016-02-09,7
16841,2016-02-10,16
16842,2016-02-11,16
16843,2016-02-12,11
16844,2016-02-13,11
16845,2016-02-14,9
16846,2016-02-15,11
16847,2016-02-16,9
16848,2016-02-17,8
16849,2016-02-18,6
16850,2016-02-19,10
16851,2016-02-20,4
16852,2016-02-21,14
16853,2016-02-22,8
16854,2016-02-23,11
16855,2016-02-24,9
16856,2016-02-25,11
16857,2016-02-26,16
